,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
501,Harold Mestre,1968-09-11,"Cartagena, Colombia",Bantamweight/Super bantamweight,,,Orthodox,41,29,23,11,1,,M,,,Colombia,Colombian,Virgo,bantamweight
502,Tim Austin,1971-04-14,"Cincinnati, Ohio, U.S.",,,,,30,27,24,2,1,,M,,,USA,American,Aries,
503,Luis Alberto Pérez,1978-04-06,"Managua, Nicaragua",Super flyweight/Bantamweight/Super bantamweight,5 ft 5+1⁄2 in (166 cm)[1],66+1⁄2 in (169 cm)[1],Southpaw,33,27,17,5,1,,M,166 ,169,Nicaragua,Nicaraguan,Aries,super flyweight
504,Yonnhy Pérez,1979-01-18,"Cartagena, Colombia",Bantamweight,5 ft 6 in (168 cm),69 in (175 cm),Orthodox,23,20,14,2,1,,M,168 ,175,Colombia,Colombian,Capricorn,bantamweight
505,Abner Mares,1985-11-28,"Guadalajara, Jalisco, Mexico",Bantamweight/Super bantamweight/Featherweight/Super featherweight,5 ft 4+1⁄2 in (164 cm)[1],66 in (168 cm)[1],Orthodox,36,31,15,3,2,,M,164 ,168,Mexico,Mexican,Sagittarius,bantamweight
506,Léo Santa Cruz,1988-08-10,"Huetamo, Michoacán, Mexico",Bantamweight/Super bantamweight/Featherweight/Super featherweight/Lightweight,5 ft 7+1⁄2 in (171 cm)[1],69 in (175 cm)[1],Orthodox,41,38,19,2,1,,M,171 ,175,Mexico,Mexican,Leo,bantamweight
507,Jamie McDonnell,1986-03-30,"Hatfield, Doncaster, England",Super-flyweight/Bantamweight,5 ft 9+1⁄2 in (177 cm),71+1⁄2 in (182 cm),Orthodox,35,30,13,3,1,1,M,177 ,182,England,British,Aries,super flyweight
508,Randy Caballero,1990-09-27,"Indio, California, U.S.",Bantamweight/Super bantamweight,5 ft 5 in (165 cm),68 in (173 cm),Orthodox,25,24,14,1,,,M,165 ,173,USA,American,Libra,bantamweight
509,Lee Haskins,1983-01-29,"Bristol, England",Flyweight/Super-flyweight/Bantamweight/Super-bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Southpaw,41,36,14,5,,,M,165 ,168,England,British,Aquarius,flyweight
510,Ryan Burnett,1992-05-21,"Belfast, Northern Ireland",Bantamweight,5 ft 4 in (163 cm),66 in (168 cm),Orthodox,21,20,10,1,,,M,163 ,168,Ireland,Irish,Gemini,bantamweight
511,Emmanuel Rodríguez,1992-08-08,"Manatí, Puerto Rico",Bantamweight,5 ft 6 in (168 cm),66+1⁄2 in (169 cm),,25,22,13,2,,1,M,168 ,169,Puerto Rico,American(Puerto Rican),Leo,bantamweight
512,Chun Ju-do,1964-01-25,"Gangwon-do, South Korea",Super flyweight,,,,27,20,11,4,3,0,M,,,South Korea,South Korean,Aquarius,super flyweight
513,Ellyas Pical,1960-03-24,"Saparua, Indonesia",Super flyweight,1.65 m (5 ft 5 in),,Southpaw,26,20,11,5,1,0,M,165 ,,Indonesia,Indonesian,Aries,super flyweight
514,Cesar Polanco,1967-11-29,"Santiago, Dominican Republic",Flyweight/Super flyweight,,,Orthodox,38,33,24,4,1,0,M,,,Dominican Republic,Dominican,Sagittarius,flyweight
515,Chang Tae-il,1965-04-10,"Damyang County, South Korea",Super flyweight,5 ft 8 in (173 cm),,Southpaw,31,26,11,4,1,0,M,173 ,,South Korea,South Korean,Aries,super flyweight
516,Juan Polo Pérez,1963-10-17,"Bolivar, Colombia",Super flyweight/Super bantamweight/Featherweight/Super featherweight/Lightweight,1.65 m (5 ft 5 in),175 cm (69 in),Orthodox,96,46,23,46,4,,M,165 ,175.3,Colombia,Colombian,Libra,super flyweight
517,Robert Quiroga,1969-10-10,"San Antonio, Texas, USA",Flyweight/Super flyweight,5 ft 4 in (162 cm),,Orthodox,22,20,11,2,0,0,M,162 ,,USA,American,Libra,flyweight
518,Julio César Borboa,1969-08-12,"Guaymas, Sonora, Mexico",Lightweight/Featherweight/Bantamweight/Super flyweight,1.77 m (5 ft 10 in),185 cm (73 in),Orthodox,30,24,22,6,0,0,M,177 ,185.4,Mexico,Mexican,Leo,super flyweight
519,Carlos Gabriel Salazar,1964-09-05,"Sáenz Peña, Argentina",Flyweight/Super flyweight,5 ft 4 in (163 cm),65+1⁄2 in (166 cm),Southpaw,58,47,18,8,3,,M,163 ,166,Argentina,Argentine,Virgo,flyweight
520,Félix Machado,1972-08-22,Guyana,Featherweight,5 ft 7 in (1.70 m),69 in (180 cm),Southpaw,47,26,12,20,1,0,M,170 ,180,Guyana,Guyanese,Leo,featherweight
521,Dimitri Kirilov,1978-11-24,"Leningrad, Soviet Union",Super flyweight,5 ft 4 in (162 cm),,,33,29,9,4,1,0,M,162 ,,Russia,Russian,Sagittarius,super flyweight
522,Simphiwe Nongqayi,1972-02-18,"Border Post, Eastern Cape, South Africa",Super-flyweight/Junior-featherweight,5 ft 6 in (1.68 m),,Orthodox,21,17,6,3,1,,M,168 ,,South Africa,South African,Aquarius,super flyweight
523,Juan Alberto Rosas,1984-11-28,"Tepic, Nayarit, Mexico",Bantamweight/Super flyweight,1.74 m (5 ft 9 in),180 cm (71 in),Orthodox,51,41,28,10,0,0,M,174 ,180.3,Mexico,Mexican,Sagittarius,super flyweight
524,Cristian Mijares,1981-10-02,"Gomez Palacio, Durango, Mexico",Super flyweight/Bantamweight/Super bantamweight/Featherweight,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Southpaw,70,59,27,9,2,,M,168 ,173,Mexico,Mexican,Libra,super flyweight
525,Rodrigo Guerrero,1988-01-10,"Mexico City, Mexico",Bantamweight/Super flyweight,1.69 m (5 ft 7 in),175 cm (69 in),Southpaw,33,25,16,6,2,0,M,169 ,175.3,Mexico,Mexican,Capricorn,super flyweight
526,Juan Carlos Sánchez Jr.,1991-01-08,"Los Mochis, Sinaloa, Mexico",Super flyweight/Super bantamweight,5 ft 8+1⁄2 in (174 cm),72 in (183 cm),Orthodox,31,24,11,6,1,,M,174 ,183,Mexico,Mexican,Capricorn,super flyweight
527,Daiki Kameda,1989-01-06,"Osaka, Japan",Flyweight/Super-flyweight,5 ft 6 in (168 cm),64+1⁄2 in (164 cm),Orthodox,34,29,18,5,,,M,168 ,164,Japan,Japanese,Capricorn,flyweight
528,Zolani Tete,1988-03-08,"Mdantsane, Eastern Cape, South Africa",Flyweight/Super-flyweight/Bantamweight/Super-bantamweight,5 ft 9 in (175 cm),72 in (183 cm),Southpaw,34,30,23,4,,,M,175 ,183,South Africa,South African,Pisces,flyweight
529,McJoe Arroyo,1985-12-05,"Ceiba, Puerto Rico",Super flyweight,5 ft 4 in (163 cm),65 in (165 cm),Southpaw,22,18,8,4,,,M,163 ,165,Puerto Rico,American(Puerto Rican),Capricorn,super flyweight
530,Jerwin Ancajas,1992-01-01,"Panabo, Davao del Norte, Philippines",Super flyweight/Bantamweight,5 ft 6 in (168 cm),66+1⁄2 in (169 cm),Southpaw,40,34,23,4,2,,M,168 ,169,Philippines,Filipino,Capricorn,super flyweight
531,Kwon Soon-chun,1959-04-24,"Seoul, South Korea",Flyweight/[1]/Super flyweight,,,Southpaw,35[1],27[1],18[1],5[1],3[1],,M,,,South Korea,South Korean,Taurus,flyweight
532,Chung Jong-kwan,1961-11-30,"Hampyeong, South Korea",Flyweight/Super flyweight,5 ft 5+1⁄2 in (166 cm),,Orthodox,32,17,7,11,4,0,M,166 ,,South Korea,South Korean,Sagittarius,flyweight
533,Shin Hi-sup,1964-07-29,"Seoul, South Korea",Flyweight,,,Southpaw,41,37,22,3,1,0,M,,,South Korea,South Korean,Leo,flyweight
534,Dodie Boy Peñalosa,1962-11-19,"San Carlos, Negros Occidental, Philippines",Light-flyweight/Flyweight/Super-flyweight,5 ft 5 in (165 cm),,Southpaw,42,31,13,7,3,1,M,165 ,,Philippines,Filipino,Scorpio,light flyweight
535,Choi Chang-ho,1964-02-10,"Seoul, South Korea",Flyweight,5 ft 6 in (1.68 m),,,20,15,12,5,,,M,168 ,,South Korea,South Korean,Aquarius,flyweight
536,Rolando Bohol,1965-12-25,"Himamaylan,Negros Occidental,Philippines",Flyweight/Super flyweight/Bantamweight,,,Southpaw,52,34,7,15,3,,M,,,Philippines,Filipino,Aquarius,flyweight
537,Duke McKenzie,1963-05-05,"Croydon, Surrey,England",Flyweight/Bantamweight/Super-bantamweight/Featherweight,5 ft 7 in (170 cm),,Orthodox,46,39,20,7,,,M,170 ,,England,British,Taurus,flyweight
538,Dave McAuley,1961-06-15,"Larne, County Antrim, Northern Ireland",Flyweight,,,,23,18,8,3,2,,M,,,Ireland,Irish,Gemini,flyweight
539,Rodolfo Blanco,1966-06-14,"San Onofre, Colombia",Flyweight,,,,50,29,18,22,1,,M,,,Colombia,Colombian,Gemini,flyweight
540,Pichit Sitbangprachan,1966-01-15,,,161 cm (5 ft 3 in),,Southpaw,,24,,,,,M,161 ,,,,Capricorn,
541,Francisco Tejedor,1966-06-20,"Barranquilla, Colombia",Light flyweight/Flyweight/Bantamweight/Super bantamweight,5 ft 6+1⁄2 in (169 cm),74 in (188 cm),Orthodox,69,46,31,21,2,,M,169 ,188,Colombia,Colombian,Gemini,light flyweight
542,Amnat Ruenroeng,1979-12-18,"Amphoe Si Racha, Chonburi Province, eastern Thailand",Flyweight/Super-flyweight/Featherweight/Super-featherweight,5 ft 4.5 in (1.64 m),69.5 in (177 cm),Orthodox,28,21,6,7,,,M,164 ,177,Thailand,Thai,Capricorn,flyweight
543,John Riel Casimero,1989-02-13,"Merida, Leyte, Philippines[1]",Light-flyweight/Flyweight/Bantamweight/Super-bantamweight,5 ft 4 in (163 cm)[2],64 in (163 cm)[2],Orthodox Bombalaos,37,33,22,4,1,,M,163 ,163,Philippines,Filipino,Aquarius,light flyweight
544,Donnie Nietes,1982-05-12,"Murcia, Negros Occidental, Philippines",Mini-flyweight/Junior-flyweight/Flyweight/Junior-bantamweight,5 ft 3 in (160 cm),65+1⁄2 in (166 cm),Orthodox,51,43,23,2,6,,M,160 ,166,Philippines,Filipino,Taurus,flyweight
545,Muhammad Waseem,1987-08-29,"Quetta, Pakistan",Flyweight/Bantamweight,5 ft 6 in (168 cm),66+1⁄2 in (169 cm),Orthodox,14,12,8,2,,,M,168 ,169,Pakistan,Pakistani,Virgo,flyweight
546,Sunny Edwards,1996-01-01,"Sutton, London, England",Flyweight/Super-flyweight,5 ft 3 in (160 cm)[1],,Orthodox,21,20,4,1,,,M,160 ,,England,British,Capricorn,flyweight
547,Choi Jum-hwan,1967-06-09,South Korea,Mini-flyweight/Light-flyweight,,,Orthodox,23,20,8,3,,,M,,,South Korea,South Korean,Gemini,light flyweight
548,Tacy Macalos,1965-10-28,"Padre Burgos, Philippines",Light flyweight,5 ft 4 in (163 cm),,Orthodox,44,29,12,12,3,,M,163 ,,Philippines,Filipino,Scorpio,light flyweight
549,Muangchai Kittikasem,1968-11-11,"Tha Chai, Mueang Chainat, Chainat, Thailand",Light-flyweight/Flyweight,5 ft 4 in (163 cm),,Orthodox,29,25,17,4,,,M,163 ,,Thailand,Thai,Scorpio,light flyweight
550,Michael Carbajal,1967-09-17,"Phoenix, U.S.",Light Flyweight,5 ft 5.5 in (1.66 m),63 in (160 cm),Orthodox,53,49,33,4,,,M,166 ,160,USA,American,Virgo,light flyweight
551,Humberto González,1966-03-25,"Ciudad Nezahualcóyotl, State of Mexico",Light flyweight,5 ft 1 in (1.55 m),65 in (165.1 cm),Orthodox,46,43,30,3,,,M,155 ,165.1,Mexico,Mexican,Aries,light flyweight
552,Saman Sorjaturong,1968-08-02,"Amphoe Khlong Lan, Kamphaeng Phet province, Thailand",Junior flyweight,,,Orthodox,55,46,34,8,1,,M,,,Thailand,Thai,Leo,
553,Melchor Cob Castro,1968-04-18,"Campeche, Mexico",Light flyweight,5 ft 0 in (153 cm),,Southpaw,87,71,34,12,4,,M,153 ,,Mexico,Mexican,Aries,light flyweight
554,Will Grigsby,1970-03-19,"Saint Paul, Minnesota, U.S.",Light flyweight/Flyweight,5 ft 4 in (163 cm)[1],66 in (168 cm)[1],Orthodox,24,18,7,4,1,1,M,163 ,168,USA,American,Pisces,light flyweight
555,Víctor Burgos,1974-04-10,"Copala, Sinaloa, Mexico",Bantamweight/Flyweight/Light Flyweight,,,Orthodox,57,39,23,15,3,0,M,,,Mexico,Mexican,Aries,light flyweight
556,Ulises Solís,1981-08-28,"Guadalajara, Jalisco, Mexico",Super bantamweight/Bantamweight/Super flyweight/Flyweight/Light flyweight,5 ft 3 in (160 cm),65 in (170 cm),Orthodox,41,35,22,3,3,0,M,160 ,170,Mexico,Mexican,Virgo,light flyweight
557,Brian Viloria,1980-11-24,"Waipahu, Hawaii, U.S.",Light flyweight/Flyweight,5 ft 4 in (163 cm),66 in (168 cm),Orthodox,46,38,23,6,0,2,M,163 ,168,USA,American,Sagittarius,light flyweight
558,Carlos Tamara,1983-03-15,,,1.65 m (5 ft 5 in),,,,,,,,,M,165 ,,,,Pisces,
559,Luis Alberto Lazarte,1971-03-04,"Mar del Plata, Argentina",Mini flyweight/Light flyweight/Flyweight/Super flyweight,5 ft 1 in (155 cm),,Orthodox,67,52,18,12,2,1,M,155 ,,Argentina,Argentine,Pisces,light flyweight
560,Akira Yaegashi,1983-02-25,"Kitakami, Iwate, Japan",Mini-flyweight/Light-flyweight/Flyweight,5 ft 3 in (160 cm),65 in (165 cm),Orthodox,35,28,16,7,,,M,160 ,165,Japan,Japanese,Pisces,light flyweight
561,Milan Melindo,1988-02-29,"Cagayan de Oro, Philippines",Mini-flyweight/Light-flyweight/Flyweight,5 ft 2 in (157 cm),65+1⁄2 in (166 cm),Orthodox,46,40,14,6,,,M,157 ,166,Philippines,Filipino,Pisces,light flyweight
562,Ryoichi Taguchi,1986-12-01,"Tokyo, Japan",Light-flyweight,5 ft 6 in (168 cm),67 in (170 cm),Orthodox,33,27,12,4,2,,M,168 ,170,Japan,Japanese,Capricorn,light flyweight
563,Felix Alvarado,1989-02-15,"Managua, Nicaragua",Light flyweight/Flyweight,5 ft 4 in (163 cm),68 in (173 cm),Orthodox,43,39,34,4,,,M,163 ,173,Nicaragua,Nicaraguan,Aquarius,light flyweight
564,Sivenathi Nontshinga,1998-12-03,"Newlands, Eastern Cape,South Africa",Light flyweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,14,13,10,1,,,M,165 ,170,South Africa,South African,Capricorn,light flyweight
565,Adrian Curiel,1999-01-12,"Mexico City, Mexico",Light flyweight,5 ft 4 in (163 cm),,Orthodox,30,24,5,5,1,,M,163 ,,Mexico,Mexican,Capricorn,light flyweight
566,Kyung-Yung Lee,1966-12-04,"Bonghwa, North Gyeongsang, South Korea",Minimumweight,,,,23,20,8,3,,,M,,,South Korea,South Korean,Capricorn,minimumweight
567,Samuth Sithnaruepol,1959-05-17,"Phaya Thai District, Bangkok, Thailand",Mini flyweight,5 ft 3 in (160 cm),,Orthodox,48,34,18,12 (5 KOs),2,0,M,160 ,,Thailand,Thai,Taurus,
568,Nico Thomas,1966-06-10,"Ambon, Indonesia",Mini flyweight,,,,58,29,18,23,6,0,M,,,Indonesia,Indonesian,Gemini,
569,Fahlan Sakkreerin,1968-04-10,"Tambon Nong Pling, Amphoe Mueang Maha Sarakham, Maha Sarakham province, Thailand",Mini flyweight/Light flyweight/Flyweight,5 ft 3 in (160 cm),,Southpaw,58,54,23,4,0,0,M,160 ,,Thailand,Thai,Aries,light flyweight
570,Manny Melchor,1969-03-14,"Mansalay, Philippines",Mini flyweight,5 ft 3 in (160 cm),63+1⁄2 in (161 cm),Orthodox,79,38,6,35,6,,M,160 ,161,Philippines,Filipino,Pisces,
571,Ratanapol Sor Vorapin,1974-06-06,"Dan Khun Thot, Nakhon Ratchasima, Thailand",Mini flyweight/Junior flyweight/Flyweight,1.62 m (5 ft 4 in),,Southpaw,68,59,48,8,1,,M,162 ,,Thailand,Thai,Gemini,flyweight
572,Zolani Petelo,1975-09-21,"Ibhayi, South Africa",Minimumweight/Light-flyweight,5 ft 6 in (168 cm),68 in (173 cm),Southpaw,24,17,9,5,2,,M,168 ,173,South Africa,South African,Virgo,minimumweight
573,Roberto Carlos Leyva,1979-10-27,"Puerto Peñasco, Mexico",Minimumweight/Light flyweight/Flyweight/Super flyweight/Bantamweight,5 ft 6 in (168 cm),66 in (168 cm),Southpaw,43,27,21,15,1,,M,168 ,168,Mexico,Mexican,Scorpio,minimumweight
574,Miguel Barrera,1978-11-15,"Canalete, Córdoba, Colombia",Minimumweight,,,Orthodox,26,23,13,1,2,,M,,,Colombia,Colombian,Scorpio,minimumweight
575,Edgar Cárdenas,1974-09-16,"Villa Nicolás Romero, Distrito Federal, Mexico",Bantamweight/Flyweight/Minimumweight,1.67 m (5 ft 6 in),178 cm (70 in),Orthodox,44,30,16,12,2,,M,167 ,177.8,Mexico,Mexican,Virgo,minimumweight
576,Muhammad Rachman,1971-12-23,"Merauke, Papua (present-day in South Papua), Indonesia",Minimumweight/Light-flyweight,5 ft 3 in (1.60 m),59 in (150 cm),Orthodox,83,65,35,13,5,,M,160 ,150,Indonesia,Indonesian,Aquarius,minimumweight
577,Florante Condes,1980-05-20,"Looc, Romblon, Philippines",Minimumweight,5 ft 2 in (1.57 m),,Southpaw,38,27,23,10,1,,M,157 ,,Philippines,Filipino,Taurus,minimumweight
578,Katsunari Takayama,1983-05-12,"Osaka, Osaka Prefecture, Japan",Mini-flyweight/Light-flyweight,1.58 m (5 ft 2 in),159 cm (63 in),Orthodox,43,33,12,9,,1,M,158 ,160.0,Japan,Japanese,Taurus,light flyweight
579,Francisco Rodríguez Jr.,1993-07-10,"Monterrey, Nuevo León, Mexico",Mini flyweight/Light flyweight/Flyweight/Super flyweight/Bantamweight,163 cm (5 ft 4 in),165 cm (65 in),Orthodox,44,37,25,6,1,,M,163 ,165.1,Mexico,Mexican,Cancer,light flyweight
580,José Argumedo,1988-10-14,"Tepic, Nayarit, Mexico",Mini flyweight/Light flyweight,5 ft 3 in (160 cm),64 in (163 cm),Orthodox,30,24,15,5,1,,M,160 ,163,Mexico,Mexican,Libra,light flyweight
581,Hiroto Kyoguchi,1993-11-27,"Izumi, Osaka, Japan",Mini-flyweight/Light-flyweight,5 ft 4 in (163 cm),64 in (163 cm),Orthodox,19,18,12,1,,,M,163 ,163,Japan,Japanese,Sagittarius,light flyweight
582,Carlos Licona,1995-03-03,"Mexico City, Mexico",Mini flyweight/Flyweight,5 ft 4 in (163 cm),68 in (173 cm),Orthodox,16,15,2,1,,,M,163 ,173,Mexico,Mexican,Pisces,flyweight
583,Deejay Kriel,1995-06-20,"Johannesburg, South Africa",Mini-flyweight/Light-flyweight,5 ft 3 in (160 cm),,Orthodox,21,18,8,2,1,,M,160 ,,South Africa,South African,Gemini,light flyweight
584,Pedro Taduran,1996-10-29,"Libon, Albay, Philippines",Mini-flyweight,5 ft 4 in (163 cm),64+1⁄2 in (164 cm),Southpaw,21,16,12,4,1,,M,163 ,164,Philippines,Filipino,Scorpio,
585,Rene Mark Cuarto,1996-08-04,"Jose Dalman, Zamboanga del Norte, Philippines",Mini-flyweight/Light-flyweight,5 ft 2 in (157 cm)[1],,Orthodox,27,21,12,4,2,,M,157 ,,Philippines,Filipino,Leo,light flyweight
586,Daniel Valladares,,,Mini flyweight/Light flyweight,5 ft 3 in (160 cm),64 in (163 cm),Orthodox,33,27,15,4,1,1,M,160 ,163,,,Sagittarius,light flyweight
587,Ginjiro Shigeoka,1999-10-18,"Kumamoto, Japan",Mini-flyweight,5 ft 0+1⁄2 in (154 cm),60+1⁄2 in (154 cm),Southpaw,11,10,8,,,1,M,154 ,154,Japan,Japanese,Libra,
588,Jack Dempsey,1895-06-24,"Manassa, Colorado, U.S.",Light heavyweight/Heavyweight,6 ft 1 in (185 cm),73 in (185 cm),Orthodox,85,68,53,6,9,,M,185 ,185,USA,American,Cancer,light heavyweight
589,Jack Sharkey,1902-10-26,"Binghamton, New York",Heavyweight,6 ft 0 in (1.83 m),72 in (183 cm),,55,38,13,14,3,,M,183 ,183,USA,American,Scorpio,heavyweight
590,Primo Carnera,1906-10-26,"Sequals, Italy",Heavyweight,6 ft 6 in (198 cm),85 in (216 cm),Orthodox,103;[1] with the inclusion of newspaper decisions,89,72,14,,,M,198 ,216,Italy,Italian,Scorpio,heavyweight
591,James J. Braddock,1905-06-07,"New York City, U.S.",Middleweight/Light heavyweight/Heavyweight,6 ft 2 in (1.88 m),75 in (191 cm)[1],,88,52,27,26,7,3,M,188 ,191,USA,American,Gemini,middleweight
592,Joe Louis,1914-05-13,"LaFayette, Alabama, U.S.",Heavyweight,6 ft 1+1⁄2 in (187 cm)[1],76 in (193 cm),Orthodox,69,66,52,3,,,M,187 ,193,USA,American,Taurus,heavyweight
593,Ezzard Charles,1921-07-07,"Lawrenceville, Georgia, U.S.",Middleweight/Light-heavyweight/Heavyweight,6 ft 0 in (183 cm),73 in (185 cm),Orthodox,121,95,52,25,1,,M,183 ,185,USA,American,Cancer,middleweight
594,Jersey Joe Walcott,1914-01-31,"Pennsauken Township, New Jersey, U.S.",Heavyweight,6 ft 0 in (183 cm),74 in (188 cm),Orthodox,70,49,31,20,1,,M,183 ,188,USA,American,Aquarius,heavyweight
595,Rocky Marciano,1923-09-01,"Brockton, Massachusetts, U.S.",Heavyweight,5 ft 10 in (178 cm)[1][nb 1],67 in (170 cm)[3],Orthodox,49,49,43,,,,M,178 ,170,USA,American,Virgo,heavyweight
596,Floyd Patterson,1935-01-04,"Waco, North Carolina, U.S.",Light heavyweight/Heavyweight,6 ft 0 in (183 cm)[1],71 in (180 cm)[2][3],Orthodox,64,55,40,8,1,,M,183 ,180,USA,American,Capricorn,light heavyweight
597,Ingemar Johansson,1932-09-22,"Gothenburg, Sweden",Heavyweight,183 cm (6 ft 0 in) [1],178 cm (70 in) [1],Orthodox,28,26,17,2,,,M,183 ,177.8,Sweden,Swedish,Virgo,heavyweight
598,Sonny Liston,,,Heavyweight,6 ft 1 in (185 cm),84 in (213 cm)[1][2][nb 1],Orthodox,54,50,39,4,,,M,185 ,213,,,Sagittarius,heavyweight
599,Muhammad Ali,1942-01-17,"Louisville, Kentucky, U.S.",Heavyweight,6 ft 3 in (191 cm)[1],78 in (198 cm)[1],Orthodox,61,56,37,5,,,M,191 ,198,USA,American,Capricorn,heavyweight
600,Joe Frazier,1944-01-12,"Beaufort, South Carolina, U.S.",Heavyweight,5 ft 11+1⁄4 in (181 cm)[1][2],73+1⁄2 in (187 cm)[1],Orthodox,37,32,27,4,1,,M,181 ,187,USA,American,Capricorn,heavyweight
601,Leon Spinks,1953-07-11,"St. Louis, Missouri, U.S.",Cruiserweight/Heavyweight,6 ft 1 in (185 cm),76 in (193 cm),Orthodox,46,26,14,17,3,,M,185 ,193,USA,American,Cancer,cruiserweight
602,Vitali Klitschko,1971-07-19,,Heavyweight,2.01 m (6 ft 7 in)[3],203 cm (80 in),Orthodox,47,45,41,2,,,M,201 ,203.2,,,Cancer,heavyweight
603,Deontay Wilder,1985-10-22,"Tuscaloosa, Alabama, U.S.",Heavyweight,6 ft 7 in (201 cm)[1],83 in (211 cm)[1],Orthodox,47,43,42,3,1,,M,201 ,211,USA,American,Libra,heavyweight
604,Carlos de León,1959-05-03,"Trujillo Alto, Puerto Rico",Cruiserweight/Light heavyweight,6 ft 0 in (1.83 m),,Orthodox,61,52,32,8,1,,M,183 ,,Puerto Rico,American(Puerto Rican),Taurus,light heavyweight
605,Alfonzo Ratliff,1956-02-18,"Clarksdale, Mississippi, U.S.",Cruiserweight,6 ft 4 in (193 cm),78 in (198 cm),Orthodox,34,25,18,9,,,M,193 ,198,USA,American,Aquarius,cruiserweight
606,Bernard Benton,1957-01-06,"Toledo, Ohio, U.S.",Cruiserweight/Heavyweight,5 ft 11+1⁄2 in (182 cm),,Orthodox,28,21,9,6,1,,M,182 ,,USA,American,Capricorn,cruiserweight
607,Jean-Marc Mormeck,1972-06-03,"Pointe-à-Pitre,Guadeloupe,France",Light-heavyweight/Cruiserweight/Heavyweight,1.81 m (5 ft 11 in),188 cm (74 in),Orthodox,43,37,23,6,,,M,181 ,188.0,France,French,Gemini,light heavyweight
608,David Haye,1980-10-13,"Bermondsey, London, England",Cruiserweight/Heavyweight,6 ft 3 in (191 cm)[1],78 in (198 cm)[1],Orthodox,32,28,26,4,,,M,191 ,198,England,British,Libra,cruiserweight
609,Mike McTigue,1892-11-26,"Kilnamona, County Clare, Ireland, U.K.",Light Heavyweight,,,,174,111,52,45,14,4,M,175,183,Ireland,Irish,Sagittarius,light heavyweight
