,Name,Birthday,Nationality,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests
678,Mickey Bey,1983-06-27,"Cleveland, Ohio, U.S.",Lightweight,5 ft 9 in (175 cm),69 in (175 cm),Orthodox,28,23,11,3,1,1
679,Rances Barthelemy,1986-06-25,"Arroyo Naranjo, Cuba",Super featherweight/Lightweight/Light welterweight,1.78 m (5 ft 10 in)[1],184 cm (72 in)[1],Orthodox,34,30,15,2,1,1
680,Robert Easter Jr.,1991-01-26,"Toledo, Ohio, U.S.",Lightweight,5 ft 11 in (180 cm)[1],76 in (193 cm)[1],Orthodox,25,23,14,1,1,
681,Richard Commey,1987-03-10,"Accra, Ghana",Lightweight,5 ft 8 in (173 cm),71 in (180 cm),Orthodox,36,30,27,5,1,
682,Teófimo López,1997-07-30,"Brooklyn, New York, U.S.",Lightweight/Light welterweight,5 ft 8 in (173 cm)[1],68+1⁄2 in (174 cm)[1],Orthodox,21,20,13,1,,
683,Devin Haney,1998-11-17,"San Francisco, California, U.S.[2]",Lightweight/Light welterweight,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,31,31,15,,,
684,Yuh Hwan-kil,1962-09-23,"Namhae, Gyeongsangnam-do, South Korea",Featherweight/Junior-lightweight,5 ft 6 in (1.68 m),,,31,26,11,2,3,
685,Barry Michael,,,Super Featherweight,,,,60,48,15,9,3,0
686,Rocky Lockridge,1959-01-10,"Tacoma, Washington, U.S.",Super featherweight/Featherweight,5 ft 6+1⁄2 in (169 cm),68 in (173 cm),Orthodox,53,44,36,9,,
687,Tony Lopez,,,,,,,,,,,,
688,John John Molina,1965-03-17,"Fajardo, Puerto Rico",Lightweight/Super featherweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,59,52,33,7,,
689,Brian Mitchell,,,,,,,,,,,,
690,Eddie Hopson,,,,,,,,,,,,
691,Tracy Harris Patterson,1964-12-26,"Grady, Alabama, U.S.",Super bantamweight/Super featherweight,5 ft 5+1⁄2 in (166 cm),67+1⁄2 in (171 cm),Orthodox,73,63,43,8,1,
692,Arturo Gatti,1972-04-15,"Montreal, Quebec, Canada",Super featherweight/Light welterweight/Welterweight,5 ft 8 in (173 cm)[1],68 in (173 cm)[1],Orthodox,49,40,31,9,,
693,Robert Garcia,,,,,,,,,,,,
694,Diego Corrales,1977-08-25,"Columbia, South Carolina, U.S.",Super featherweight/Lightweight,5 ft 10+1⁄2 in (179 cm)[1],70 in (178 cm)[1],Orthodox,45,40,33,5,,
695,Steve Forbes,1947-07-18,"Morristown, New Jersey, U.S.",,,,,,,,,,
696,Carlos Hernández,,,,,,,,,,,,
697,Erik Morales,1976-09-01,"Tijuana, Baja California, Mexico",Super bantamweight/Featherweight/Super featherweight/Lightweight/Light welterweight/Welterweight,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,61,52,36,9,,
698,Robbie Peden,1973-11-11,"Brisbane, Queensland, Australia",,1.73 m (5 ft 8 in),175 cm (69 in),Orthodox,29,25,14,4,0,
699,Gairy St. Clair,1975-02-02,"Georgetown, Guyana",Junior Lightweight,,,Orthodox,60,46,18,12,2,0
700,Mzonke Fana,1973-10-29,"Qumbu, South Africa",Super featherweight/Lightweight,5 ft 7 in (170 cm),70 in (178 cm),Orthodox,51,38,16,13,,
701,Robert Guerrero,1983-03-27,"Gilroy, California, U.S.",Featherweight/Super featherweight/Lightweight/Welterweight,5 ft 8 in (173 cm)[1],70 in (178 cm)[1],Southpaw,47,38,20,6,1,2
702,Juan Carlos Salgado,1984-12-20,"Mexico City, Mexico",Featherweight/Super featherweight/Lightweight/Light welterweight,5 ft 9 in (175 cm),69+1⁄2 in (177 cm),Orthodox,40,28,17,10,1,1
703,Argenis Mendez,1986-07-03,"San Juan, Dominican Republic",Super featherweight/Lightweight,5 ft 9 in (175 cm),70 in (178 cm),Orthodox,36,25,12,7,3,1
704,Gervonta Davis,1994-11-07,"Baltimore, Maryland, U.S.",Super featherweight/Lightweight/Light welterweight,5 ft 5 in (165 cm)[1],67+1⁄2 in (171 cm)[1],Southpaw,29,29,27,,,
705,Tevin Farmer,1990-07-30,"Philadelphia, Pennsylvania, U.S.",Super featherweight/Lightweight,5 ft 6 in (168 cm),67 in (170 cm),Southpaw,39,32,7,5,1,1
706,Joseph Diaz,1992-11-23,"South El Monte, California, U.S.",Featherweight/Super featherweight/Lightweight/Light welterweight,5 ft 6 in (168 cm),64 in (163 cm),Southpaw,39,33,15,5,1,
707,Kenichi Ogawa,1988-02-01,"Toyohashi, Japan",Super-featherweight,5 ft 8 in (173 cm)[1],68 in (173 cm)[1],Orthodox,32,28,19,2,1,1
708,Joe Cordina,1991-12-01,"Cardiff, Wales",Super-featherweight/Lightweight,5 ft 9 in (175 cm),69 in (175 cm),,17,17,9,,,
709,Oh Min-keun,1962-08-15,"Seoul, South Korea",Featherweight,,,Orthodox,21,16,6,5,,
710,Chung Ki-young,1959-11-23,"Gyeongsangbuk-do, South Korea",Featherweight,,,,38,31,10,5,2,
711,Antonio Rivera,,,,,,,,,,,,
712,Calvin Grove,1962-08-05,"Coatesville, Pennsylvania, U.S.",Featherweight/Super featherweight/Lightweight,5 ft 7 in (170 cm),70 in (178 cm),Orthodox,59,49,18,10,0,0
713,Jorge Páez,1965-10-27,"Mexicali, Baja California, Mexico",Featherweight/Super featherweight/Lightweight,5 ft 5 in (1.65 m),69 in (175 cm),Orthodox,98,79,52,14,5,
714,Manuel Medina,,,,,,,,,,,,
715,Tom Johnson,,,,,,,,,,,,
716,Héctor Lizárraga,1966-09-01,Mexico,Welterweight/Lightweight/Super featherweight/Featherweight,1.82 m (6 ft 0 in),189 cm (74 in),Orthodox,55,38,21,12,5,0
717,Paul Ingle,1972-06-22,"Scarborough, North Yorkshire, England",Featherweight,5 ft 5 in (165 cm)[1],66 in (168 cm)[1],Orthodox,25,23,16,2,,
718,Mbulelo Botile,1972-07-23,"Duncan Village, Buffalo City, South Africa",Bantamweight/Featherweight/Super-featherweight,5 ft 5 in (165 cm)[1],67 in (170 cm)[1],Orthodox,31,27,16,4,,
719,Frank Toledo,1970-04-12,"Newark, New Jersey",Featherweight,,,,51,43,18,7,1,
720,Johnny Tapia,1967-02-13,"Albuquerque, New Mexico, U.S.",Super flyweight/Bantamweight/Featherweight/Lightweight,5 ft 6 in (168 cm)[1],62+1⁄2 in (159 cm)[1],Orthodox,66,59,30,5,2,
721,Juan Manuel Márquez,1973-08-23,"Iztacalco, Mexico City, Mexico",Featherweight/Super featherweight/Lightweight/Light welterweight/Welterweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,64,56,40,7,1,
722,Valdemir Pereira,1974-11-15,"Cruz das Almas, Bahia, Brazil",Featherweight,5 ft 5 in (1.65 m),,Orthodox,25,24,15,1,,
723,Eric Aiken,1980-04-08,"Marysville, Ohio, USA",Featherweight,5 ft 7 in (170 cm),71 in (180 cm),Orthodox,29,16,12,11,1,1
724,Orlando Salido,1980-11-16,"Ciudad Obregón, Sonora, Mexico",Featherweight/Super featherweight,5 ft 6 in (168 cm),67 in (170 cm),Orthodox,63,44,31,14,4,1
725,Yuriorkis Gamboa,1981-12-23,"Guantánamo, Cuba",Featherweight/Super featherweight/Lightweight,5 ft 5+1⁄2 in (166 cm),65 in (165 cm),Orthodox,35,30,18,5,,
726,Evgeny Gradovich,1986-08-07,"Igrim, Khanty-Mansi Autonomous Okrug, Russian SFSR, Soviet Union",Super bantamweight/Featherweight/Super featherweight,1.73 m (5 ft 8 in),170 cm (67 in),Orthodox,26,23,9,2,1,
727,Lee Selby,1987-02-14,"Bala Town, Wales",Featherweight/Lightweight,5 ft 8 in (173 cm)[1],69+1⁄2 in (177 cm)[1],Orthodox,32,28,9,4,,
728,Josh Warrington,1990-11-14,"Leeds, England",Featherweight,5 ft 7 in (170 cm)[1],67 in (170 cm)[1],Orthodox,35,31,8,3,1,
729,Kid Galahad,,,,,,,,,,,,
730,Kiko Martínez,1986-03-07,"Elche, Baix Vinalopó,Alicante, Spain",Super-bantamweight/Featherweight/Super-featherweight,165 cm (5 ft 5 in),168 cm (66 in),Orthodox,58,44,31,12,2,
731,Luis Alberto Lopez,1993-08-21,"Mexicali, Baja California, Mexico",Featherweight,5 ft 4 in (163 cm),66+1⁄2 in (169 cm),Orthodox,32,30,17,2,,
732,Bobby Berna,1961-05-19,"Quezon City, Philippines",Bantamweight/Super bantamweight,5 ft 6 in (168 cm),67 in (170 cm),Southpaw,38,31,17,6,1,
733,Suh Sung-in,1959-07-18,"Seoul, South Korea",Super bantamweight,,,,27,22,9,5,,
734,Kim Ji-won,,,,,,,,,,,,
735,Lee Seung-hoon,1988-03-06,,,1.77 m (5 ft 10 in)[1],,,,,,,,
736,José Sanabria,1963-02-16,"Morón, Venezuela",Super bantamweight,5 ft 8 in (173 cm),65 in (165 cm),Orthodox,40,22,12,15,3,
737,Fabrice Benichou,1965-04-05,"Madrid, Spain",Bantamweight/Super Bantamweight/Featherweight,5 ft 3 in (1.60 m),,,66,46,24,18,2,
738,Welcome Ncita,1965-10-25,"Mdantsane, South Africa",,5 ft 5.5 in (1.66 m),,,44,40,21,3,1,
739,Kennedy McKinney,1966-01-10,"Hernando, Mississippi, U.S.",Super bantamweight,5 ft 7 in (170 cm),68 in (173 cm),Orthodox,43,36,19,6,1,
740,Lehlo Ledwaba,1971-07-27,"Soweto, Gauteng,South Africa",Bantamweight/Super bantamweight/Featherweight/Super featherweight,5 ft 5 in (165 cm)[1],69 in (175 cm)[1],Orthodox,43,36,23,6,1,
741,Israel Vázquez,1977-12-25,"Mexico City, Mexico",Super bantamweight/Featherweight,5 ft 4+1⁄2 in (164 cm),66+1⁄2 in (169 cm),Orthodox,49,44,32,5,,
742,Steve Molitor,1980-04-04,"Sarnia, Ontario, Canada",Bantamweight/Super-bantamweight,5 ft 7 in (170 cm),,Southpaw,37,34,12,3,,
743,Celestino Caballero,1976-06-21,"Colón, Panama",Super bantamweight/Featherweight/Super featherweight,5 ft 11 in (180 cm),73+1⁄2 in (187 cm),Orthodox,43,37,24,6,,
744,Jeffrey Mathebula,1979-06-22,"Malamulele, South Africa",Super Bantamweight,5 ft 10 in (178 cm)[1],,Orthodox,34,27,14,5,2,
745,Jonatan Romero,,,,,,,,,,,,
746,Carl Frampton,1987-02-21,"Tigers Bay, Belfast,Northern Ireland",Super-bantamweight/Featherweight/Super-featherweight/Lightweight,5 ft 5 in (165 cm)[1],62 in (157 cm)[1],Orthodox,31,28,16,3,,
747,Jonathan Guzmán,1989-07-17,"Boca Chica, Santo Domingo,Dominican Republic",Bantamweight/Super bantamweight,5 ft 5+1⁄2 in (166 cm),68+1⁄2 in (174 cm),Orthodox,28,25,24,2,,1
748,Yukinori Oguni,1988-05-19,"Akō, Hyōgo, Japan",Super bantamweight,5 ft 7+1⁄2 in (171 cm),69+1⁄2 in (177 cm),Orthodox,26,21,8,2,3,
749,Ryosuke Iwasa,1989-12-26,"Kashiwa, Chiba, Japan",Bantamweight/Super-bantamweight,171 cm (5 ft 7 in),180 cm (71 in),Southpaw,33,28,18,5,,
750,TJ Doheny,1986-11-02,"Portlaoise, Ireland",Super-bantamweight,5 ft 5+1⁄2 in (166 cm),68 in (173 cm),Southpaw,29,25,19,4,,
751,Daniel Roman,,,,,,,,,,,,
752,Murodjon Akhmadaliev,1994-11-02,"Chust, Uzbekistan",Super-bantamweight,5 ft 5+1⁄2 in (166 cm)[1],68 in (173 cm)[1],Southpaw,13,12,9,1,,
753,Marlon Tapales,1992-03-23,"Tubod, Lanao del Norte, Philippines",Light-flyweight/Flyweight/Super-flyweight/Bantamweight/Super-bantamweight,5 ft 4 in (163 cm),67+1⁄2 in (171 cm),Southpaw,41,37,19,4,,
754,Naoya Inoue,1993-04-10,"Zama, Kanagawa, Japan",Light flyweight/Super flyweight/Bantamweight/Super bantamweight,5 ft 5.5 in (166 cm)[1],67.5 in (171 cm)[1],Orthodox,26,26,23,,,
755,Satoshi Shingaki,1964-02-21,"Itoman, Okinawa Island, USCAR(nowadays Itoman, Okinawa Prefecture, Japan)",Bantamweight,,,Southpaw,15,11,8,3,1,
756,Jeff Fenech,1964-05-28,"Sydney, New South Wales, Australia",Super-flyweight/Bantamweight/Super-bantamweight/Featherweight/Super-featherweight/Lightweight,5 ft 7 in (170 cm)[1],66+1⁄2 in (169 cm)[1],Orthodox,33,28,21,3,1,
757,Kelvin Seabrooks,1963-03-10,"Charlotte, North Carolina, U.S.",Bantamweight/Super bantamweight,5 ft 6 in (168 cm),65+1⁄2 in (166 cm),Orthodox,50,28,23,22,,
758,Orlando Canizales,1965-11-25,"Laredo, Webb County, Texas, U.S.",Bantamweight/Super bantamweight/Featherweight,5 ft 4 in (163 cm)[1],65 in (165 cm)[1],Orthodox,57,50,37,5,1,1
759,Harold Mestre,1968-09-11,"Cartagena, Colombia",Bantamweight/Super bantamweight,,,Orthodox,41,29,23,11,1,
760,Tim Austin,1971-04-14,"Cincinnati, Ohio, U.S.",,,,,30,27,24,2,1,
761,Luis Alberto Pérez,1978-04-06,"Managua, Nicaragua",Super flyweight/Bantamweight/Super bantamweight,5 ft 5+1⁄2 in (166 cm)[1],66+1⁄2 in (169 cm)[1],Southpaw,33,27,17,5,1,
762,Yonnhy Pérez,1979-01-18,"Cartagena, Colombia",Bantamweight,5 ft 6 in (168 cm),69 in (175 cm),Orthodox,23,20,14,2,1,
763,Abner Mares,1985-11-28,"Guadalajara, Jalisco, Mexico",Bantamweight/Super bantamweight/Featherweight/Super featherweight,5 ft 4+1⁄2 in (164 cm)[1],66 in (168 cm)[1],Orthodox,36,31,15,3,2,
764,Léo Santa Cruz,1988-08-10,"Huetamo, Michoacán, Mexico",Bantamweight/Super bantamweight/Featherweight/Super featherweight/Lightweight,5 ft 7+1⁄2 in (171 cm)[1],69 in (175 cm)[1],Orthodox,41,38,19,2,1,
765,Jamie McDonnell,1986-03-30,"Hatfield, Doncaster, England",Super-flyweight/Bantamweight,5 ft 9+1⁄2 in (177 cm),71+1⁄2 in (182 cm),Orthodox,35,30,13,3,1,1
766,Stuart Hall,,,,,,,,,,,,
767,Paul Butler,,,,,,,,,,,,
768,Randy Caballero,1990-09-27,"Indio, California, U.S.",Bantamweight/Super bantamweight,5 ft 5 in (165 cm),68 in (173 cm),Orthodox,25,24,14,1,,
769,Lee Haskins,1983-01-29,"Bristol, England",Flyweight/Super-flyweight/Bantamweight/Super-bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Southpaw,41,36,14,5,,
770,Ryan Burnett,1992-05-21,"Belfast, Northern Ireland",Bantamweight,5 ft 4 in (163 cm),66 in (168 cm),Orthodox,21,20,10,1,,
771,Emmanuel Rodríguez,1992-08-08,"Manatí, Puerto Rico",Bantamweight,5 ft 6 in (168 cm),66+1⁄2 in (169 cm),,25,22,13,2,,1
772,Chun Ju-do,1964-01-25,"Gangwon-do, South Korea",Super flyweight,,,,27,20,11,4,3,0
773,Ellyas Pical,1960-03-24,"Saparua, Indonesia",Super flyweight,1.65 m (5 ft 5 in),,Southpaw,26,20,11,5,1,0
774,Cesar Polanco,1967-11-29,"Santiago, Dominican Republic",Flyweight/Super flyweight,,,Orthodox,38,33,24,4,1,0
775,Chang Tae-il,1965-04-10,"Damyang County, South Korea",Super flyweight,5 ft 8 in (173 cm),,Southpaw,31,26,11,4,1,0
776,Juan Polo Pérez,1963-10-17,"Bolivar, Colombia",Super flyweight/Super bantamweight/Featherweight/Super featherweight/Lightweight,1.65 m (5 ft 5 in),175 cm (69 in),Orthodox,96,46,23,46,4,
777,Robert Quiroga,1969-10-10,"San Antonio, Texas, USA",Flyweight/Super flyweight,5 ft 4 in (162 cm),,Orthodox,22,20,11,2,0,0
778,Julio César Borboa,1969-08-12,"Guaymas, Sonora, Mexico",Lightweight/Featherweight/Bantamweight/Super flyweight,1.77 m (5 ft 10 in),185 cm (73 in),Orthodox,30,24,22,6,0,0
779,Harold Grey,,,,,,,,,,,,
780,Carlos Gabriel Salazar,1964-09-05,"Sáenz Peña, Argentina",Flyweight/Super flyweight,5 ft 4 in (163 cm),65+1⁄2 in (166 cm),Southpaw,58,47,18,8,3,
781,Danny Romero,,,,,,,,,,,,
782,Mark Johnson,,,,,,,,,,,,
783,Félix Machado,1972-08-22,Guyana,Featherweight,5 ft 7 in (1.70 m),69 in (180 cm),Southpaw,47,26,12,20,1,0
784,Dimitri Kirilov,1978-11-24,"Leningrad, Soviet Union",Super flyweight,5 ft 4 in (162 cm),,,33,29,9,4,1,0
785,Simphiwe Nongqayi,1972-02-18,"Border Post, Eastern Cape, South Africa",Super-flyweight/Junior-featherweight,5 ft 6 in (1.68 m),,Orthodox,21,17,6,3,1,
786,Juan Alberto Rosas,1984-11-28,"Tepic, Nayarit, Mexico",Bantamweight/Super flyweight,1.74 m (5 ft 9 in),180 cm (71 in),Orthodox,51,41,28,10,0,0
787,Cristian Mijares,1981-10-02,"Gomez Palacio, Durango, Mexico",Super flyweight/Bantamweight/Super bantamweight/Featherweight,5 ft 6 in (168 cm)[1],68 in (173 cm)[1],Southpaw,70,59,27,9,2,
788,Rodrigo Guerrero,1988-01-10,"Mexico City, Mexico",Bantamweight/Super flyweight,1.69 m (5 ft 7 in),175 cm (69 in),Southpaw,33,25,16,6,2,0
789,Juan Carlos Sánchez Jr.,1991-01-08,"Los Mochis, Sinaloa, Mexico",Super flyweight/Super bantamweight,5 ft 8+1⁄2 in (174 cm),72 in (183 cm),Orthodox,31,24,11,6,1,
790,Daiki Kameda,1989-01-06,"Osaka, Japan",Flyweight/Super-flyweight,5 ft 6 in (168 cm),64+1⁄2 in (164 cm),Orthodox,34,29,18,5,,
791,Zolani Tete,1988-03-08,"Mdantsane, Eastern Cape, South Africa",Flyweight/Super-flyweight/Bantamweight/Super-bantamweight,5 ft 9 in (175 cm),72 in (183 cm),Southpaw,34,30,23,4,,
792,McJoe Arroyo,1985-12-05,"Ceiba, Puerto Rico",Super flyweight,5 ft 4 in (163 cm),65 in (165 cm),Southpaw,22,18,8,4,,
793,Jerwin Ancajas,1992-01-01,"Panabo, Davao del Norte, Philippines",Super flyweight/Bantamweight,5 ft 6 in (168 cm),66+1⁄2 in (169 cm),Southpaw,40,34,23,4,2,
794,Fernando Martínez,,,,,,,,,,,,
795,Kwon Soon-chun,1959-04-24,"Seoul, South Korea",Flyweight/[1]/Super flyweight,,,Southpaw,35[1],27[1],18[1],5[1],3[1],
796,Chung Jong-kwan,1961-11-30,"Hampyeong, South Korea",Flyweight/Super flyweight,5 ft 5+1⁄2 in (166 cm),,Orthodox,32,17,7,11,4,0
797,Jung Bi-won,,,,,,,,,,,,
798,Shin Hi-sup,1964-07-29,"Seoul, South Korea",Flyweight,,,Southpaw,41,37,22,3,1,0
799,Dodie Boy Peñalosa,1962-11-19,"San Carlos, Negros Occidental, Philippines",Light-flyweight/Flyweight/Super-flyweight,5 ft 5 in (165 cm),,Southpaw,42,31,13,7,3,1
800,Choi Chang-ho,1964-02-10,"Seoul, South Korea",Flyweight,5 ft 6 in (1.68 m),,,20,15,12,5,,
801,Rolando Bohol,1965-12-25,"Himamaylan,Negros Occidental,Philippines",Flyweight/Super flyweight/Bantamweight,,,Southpaw,52,34,7,15,3,
802,Duke McKenzie,1963-05-05,"Croydon, Surrey,England",Flyweight/Bantamweight/Super-bantamweight/Featherweight,5 ft 7 in (170 cm),,Orthodox,46,39,20,7,,
803,Dave McAuley,1961-06-15,"Larne, County Antrim, Northern Ireland",Flyweight,,,,23,18,8,3,2,
804,Rodolfo Blanco,1966-06-14,"San Onofre, Colombia",Flyweight,,,,50,29,18,22,1,
805,Pichit Sitbangprachan,1966-01-15,,,161 cm (5 ft 3 in),,Southpaw,,24,,,,
806,Francisco Tejedor,1966-06-20,"Barranquilla, Colombia",Light flyweight/Flyweight/Bantamweight/Super bantamweight,5 ft 6+1⁄2 in (169 cm),74 in (188 cm),Orthodox,69,46,31,21,2,
807,Irene Pacheco,,,,,,,,,,,,
808,Amnat Ruenroeng,1979-12-18,"Amphoe Si Racha, Chonburi Province, eastern Thailand",Flyweight/Super-flyweight/Featherweight/Super-featherweight,5 ft 4.5 in (1.64 m),69.5 in (177 cm),Orthodox,28,21,6,7,,
809,John Riel Casimero,1989-02-13,"Merida, Leyte, Philippines[1]",Light-flyweight/Flyweight/Bantamweight/Super-bantamweight,5 ft 4 in (163 cm)[2],64 in (163 cm)[2],Orthodox Bombalaos,37,33,22,4,1,
810,Donnie Nietes,1982-05-12,"Murcia, Negros Occidental, Philippines",Mini-flyweight/Junior-flyweight/Flyweight/Junior-bantamweight,5 ft 3 in (160 cm),65+1⁄2 in (166 cm),Orthodox,51,43,23,2,6,
811,Muhammad Waseem,1987-08-29,"Quetta, Pakistan",Flyweight/Bantamweight,5 ft 6 in (168 cm),66+1⁄2 in (169 cm),Orthodox,14,12,8,2,,
812,Sunny Edwards,1996-01-01,"Sutton, London, England",Flyweight/Super-flyweight,5 ft 3 in (160 cm)[1],,Orthodox,21,20,4,1,,
813,Jesse Rodriguez,,,,,,,,,,,,
814,Choi Jum-hwan,1967-06-09,South Korea,Mini-flyweight/Light-flyweight,,,Orthodox,23,20,8,3,,
815,Tacy Macalos,1965-10-28,"Padre Burgos, Philippines",Light flyweight,5 ft 4 in (163 cm),,Orthodox,44,29,12,12,3,
816,Muangchai Kittikasem,1968-11-11,"Tha Chai, Mueang Chainat, Chainat, Thailand",Light-flyweight/Flyweight,5 ft 4 in (163 cm),,Orthodox,29,25,17,4,,
817,Michael Carbajal,1967-09-17,"Phoenix, U.S.",Light Flyweight,5 ft 5.5 in (1.66 m),63 in (160 cm),Orthodox,53,49,33,4,,
818,Humberto González,1966-03-25,"Ciudad Nezahualcóyotl, State of Mexico",Light flyweight,5 ft 1 in (1.55 m),65 in (165.1 cm),Orthodox,46,43,30,3,,
819,Saman Sorjaturong,1968-08-02,"Amphoe Khlong Lan, Kamphaeng Phet province, Thailand",Junior flyweight,,,Orthodox,55,46,34,8,1,
820,Melchor Cob Castro,1968-04-18,"Campeche, Mexico",Light flyweight,5 ft 0 in (153 cm),,Southpaw,87,71,34,12,4,
821,Will Grigsby,1970-03-19,"Saint Paul, Minnesota, U.S.",Light flyweight/Flyweight,5 ft 4 in (163 cm)[1],66 in (168 cm)[1],Orthodox,24,18,7,4,1,1
822,Ricardo López,,,,,,,,,,,,
823,Víctor Burgos,1974-04-10,"Copala, Sinaloa, Mexico",Bantamweight/Flyweight/Light Flyweight,,,Orthodox,57,39,23,15,3,0
824,Ulises Solís,1981-08-28,"Guadalajara, Jalisco, Mexico",Super bantamweight/Bantamweight/Super flyweight/Flyweight/Light flyweight,5 ft 3 in (160 cm),65 in (170 cm),Orthodox,41,35,22,3,3,0
825,Brian Viloria,1980-11-24,"Waipahu, Hawaii, U.S.",Light flyweight/Flyweight,5 ft 4 in (163 cm),66 in (168 cm),Orthodox,46,38,23,6,0,2
826,Carlos Tamara,1983-03-15,,,1.65 m (5 ft 5 in),,,,,,,,
827,Luis Alberto Lazarte,1971-03-04,"Mar del Plata, Argentina",Mini flyweight/Light flyweight/Flyweight/Super flyweight,5 ft 1 in (155 cm),,Orthodox,67,52,18,12,2,1
828,Javier Mendoza,,,,,,,,,,,,
829,Akira Yaegashi,1983-02-25,"Kitakami, Iwate, Japan",Mini-flyweight/Light-flyweight/Flyweight,5 ft 3 in (160 cm),65 in (165 cm),Orthodox,35,28,16,7,,
830,Milan Melindo,1988-02-29,"Cagayan de Oro, Philippines",Mini-flyweight/Light-flyweight/Flyweight,5 ft 2 in (157 cm),65+1⁄2 in (166 cm),Orthodox,46,40,14,6,,
831,Ryoichi Taguchi,1986-12-01,"Tokyo, Japan",Light-flyweight,5 ft 6 in (168 cm),67 in (170 cm),Orthodox,33,27,12,4,2,
832,Felix Alvarado,1989-02-15,"Managua, Nicaragua",Light flyweight/Flyweight,5 ft 4 in (163 cm),68 in (173 cm),Orthodox,43,39,34,4,,
833,Sivenathi Nontshinga,1998-12-03,"Newlands, Eastern Cape,South Africa",Light flyweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,14,13,10,1,,
834,Adrian Curiel,1999-01-12,"Mexico City, Mexico",Light flyweight,5 ft 4 in (163 cm),,Orthodox,30,24,5,5,1,
835,Kyung-Yung Lee,1966-12-04,"Bonghwa, North Gyeongsang, South Korea",Minimumweight,,,,23,20,8,3,,
836,Samuth Sithnaruepol,1959-05-17,"Phaya Thai District, Bangkok, Thailand",Mini flyweight,5 ft 3 in (160 cm),,Orthodox,48,34,18,12 (5 KOs),2,0
837,Nico Thomas,1966-06-10,"Ambon, Indonesia",Mini flyweight,,,,58,29,18,23,6,0
838,Eric Chavez,,,,,,,,,,,,
839,Fahlan Sakkreerin,1968-04-10,"Tambon Nong Pling, Amphoe Mueang Maha Sarakham, Maha Sarakham province, Thailand",Mini flyweight/Light flyweight/Flyweight,5 ft 3 in (160 cm),,Southpaw,58,54,23,4,0,0
840,Manny Melchor,1969-03-14,"Mansalay, Philippines",Mini flyweight,5 ft 3 in (160 cm),63+1⁄2 in (161 cm),Orthodox,79,38,6,35,6,
841,Ratanapol Sor Vorapin,1974-06-06,"Dan Khun Thot, Nakhon Ratchasima, Thailand",Mini flyweight/Junior flyweight/Flyweight,1.62 m (5 ft 4 in),,Southpaw,68,59,48,8,1,
842,Zolani Petelo,1975-09-21,"Ibhayi, South Africa",Minimumweight/Light-flyweight,5 ft 6 in (168 cm),68 in (173 cm),Southpaw,24,17,9,5,2,
843,Roberto Carlos Leyva,1979-10-27,"Puerto Peñasco, Mexico",Minimumweight/Light flyweight/Flyweight/Super flyweight/Bantamweight,5 ft 6 in (168 cm),66 in (168 cm),Southpaw,43,27,21,15,1,
844,Miguel Barrera,1978-11-15,"Canalete, Córdoba, Colombia",Minimumweight,,,Orthodox,26,23,13,1,2,
845,Edgar Cárdenas,1974-09-16,"Villa Nicolás Romero, Distrito Federal, Mexico",Bantamweight/Flyweight/Minimumweight,1.67 m (5 ft 6 in),178 cm (70 in),Orthodox,44,30,16,12,2,
